filename,time
test_avatar_0.jpg,13.703704357147217
test_avatar_1.jpg,11.160794973373413
test_avatar_10.jpg,11.99570631980896
test_avatar_11.jpg,11.331636190414429
test_avatar_12.jpg,11.039601802825928
test_avatar_13.jpg,11.273605585098267
test_avatar_14.jpg,11.480039834976196
test_avatar_15.jpg,11.013801336288452
test_avatar_16.jpg,12.222990274429321
test_avatar_17.jpg,11.413166284561157
test_avatar_18.jpg,11.525045156478882
test_avatar_19.jpg,11.741159200668335
test_avatar_2.jpg,11.850914001464844
test_avatar_20.jpg,11.513789415359497
test_avatar_21.jpg,12.150471210479736
test_avatar_22.jpg,11.640010595321655
test_avatar_23.jpg,12.50382947921753
test_avatar_24.jpg,11.612348318099976
test_avatar_25.jpg,10.92067289352417
test_avatar_26.jpg,11.574341773986816
test_avatar_27.jpg,11.586675882339478
test_avatar_28.jpg,11.869755744934082
test_avatar_29.jpg,11.139482736587524
test_avatar_3.jpg,11.413606882095337
test_avatar_30.jpg,11.928398847579956
test_avatar_31.jpg,10.942002534866333
test_avatar_32.jpg,11.30524730682373
test_avatar_33.jpg,11.10111141204834
test_avatar_34.jpg,11.450193881988525
test_avatar_35.jpg,11.813624858856201
test_avatar_36.jpg,11.009649753570557
test_avatar_37.jpg,11.591106653213501
test_avatar_38.jpg,11.332582950592041
test_avatar_39.jpg,12.008231401443481
test_avatar_4.jpg,11.36693000793457
test_avatar_5.jpg,11.43193531036377
test_avatar_6.jpg,11.267360925674438
test_avatar_7.jpg,12.485352993011475
test_avatar_8.jpg,11.338209390640259
test_avatar_9.jpg,11.181392908096313
